	0
 8.21670074e-03 8.22325313e-03 8.22325313e-03 8.24946270e-03
 8.24946270e-03 8.28222467e-03 8.28222467e-03 8.32809142e-03
 8.32809142e-03 8.38051056e-03 8.38051056e-03 8.39361535e-03
 8.39361535e-03 8.40672013e-03 8.40672013e-03 8.47224406e-03
 8.47224406e-03 8.49190124e-03 8.49190124e-03 8.50500603e-03
 8.50500603e-03 8.60984432e-03 8.62294910e-03 8.66881585e-03
 8.66881585e-03 8.71468260e-03 8.71468260e-03 8.72778739e-03
 8.72778739e-03 8.74089217e-03 8.74089217e-03 8.77365414e-03
 8.78675892e-03 8.79986371e-03 8.79986371e-03 8.81952089e-03
 8.81952089e-03 8.89814960e-03 8.89814960e-03 8.90470200e-03
 8.90470200e-03 8.97677832e-03 8.97677832e-03 9.04230225e-03
 9.04230225e-03 9.04885464e-03 9.06195943e-03 9.08161661e-03
 9.08161661e-03 9.10782618e-03 9.10782618e-03 9.12093096e-03
 9.12093096e-03 9.12748336e-03 9.12748336e-03 9.15369293e-03
 9.16679771e-03 9.23232164e-03 9.23232164e-03 9.29784557e-03
 9.31095036e-03 9.33060754e-03 9.33060754e-03 9.40268386e-03
 9.40268386e-03 9.44855061e-03 9.44855061e-03 9.50096975e-03
 9.50096975e-03 9.53373172e-03 9.54683650e-03 9.61891283e-03
 9.61891283e-03 9.63201761e-03 9.63201761e-03 9.74996069e-03
 9.74996069e-03 9.83514179e-03 9.83514179e-03 9.84824658e-03
 9.84824658e-03 9.93342769e-03 9.94653247e-03 9.95308487e-03
 9.95308487e-03 1.01496567e-02 1.01496567e-02 1.01627614e-02
 1.01627614e-02 1.02086282e-02 1.02086282e-02 1.02282854e-02
 1.02282854e-02 1.03462284e-02 1.03462284e-02 1.03789904e-02
 1.03789904e-02 1.03855428e-02 1.03855428e-02 1.03920952e-02
 1.03920952e-02 1.03986476e-02 1.03986476e-02 1.04445143e-02
 1.04445143e-02 1.05034859e-02 1.05034859e-02 1.05165907e-02
 1.05559050e-02 1.05559050e-02 1.05624574e-02 1.05624574e-02
 1.06017718e-02 1.06017718e-02 1.06148766e-02 1.06148766e-02
 1.06672957e-02 1.06672957e-02 1.08507627e-02 1.08507627e-02
 1.08573151e-02 1.08573151e-02 1.08769723e-02 1.08900771e-02
 1.09359438e-02 1.09490486e-02 1.09556010e-02 1.09556010e-02
 1.10080201e-02 1.10080201e-02 1.11128584e-02 1.11128584e-02
 1.11194108e-02 1.11194108e-02 1.11325156e-02 1.11325156e-02
 1.11521728e-02 1.11521728e-02 1.12439063e-02 1.12439063e-02
 1.12504587e-02 1.12504587e-02 1.13159826e-02 1.13159826e-02
 1.14142685e-02 1.14142685e-02 1.16370499e-02 1.16501546e-02
 1.17091262e-02 1.17091262e-02 1.17222310e-02 1.17222310e-02
 1.17680977e-02 1.17680977e-02 1.20826126e-02 1.20826126e-02
 1.21940032e-02 1.22071080e-02 1.22857368e-02 1.22857368e-02
 1.23053939e-02 1.23184987e-02 1.23184987e-02 1.23905750e-02
 1.23905750e-02 1.24429942e-02 1.24429942e-02 1.25478325e-02
 1.25478325e-02 1.25609373e-02 1.26068040e-02 1.26068040e-02
 1.27312995e-02 1.27312995e-02 1.27575090e-02 1.27575090e-02
 1.27706138e-02 1.27706138e-02 1.28623473e-02 1.28623473e-02
 1.28754521e-02 1.28754521e-02 1.30196048e-02 1.30196048e-02
 1.30589191e-02 1.30589191e-02 1.31047859e-02 1.31178907e-02
 1.32751481e-02 1.32882529e-02 1.32882529e-02 1.33275672e-02
 1.33275672e-02 1.33603292e-02 1.33603292e-02 1.34127483e-02
 1.34127483e-02 1.34389579e-02 1.34389579e-02 1.34979294e-02
 1.34979294e-02 1.35110342e-02 1.35110342e-02 1.36289773e-02
 1.36289773e-02 1.37010536e-02 1.37010536e-02 1.37076060e-02
 1.37076060e-02 1.37338156e-02 1.37469204e-02 1.37665776e-02
 1.37665776e-02 1.37862347e-02 1.37862347e-02 1.38517587e-02
 1.38517587e-02 1.38779682e-02 1.38910730e-02 1.40286733e-02
 1.40286733e-02 1.40745400e-02 1.40745400e-02 1.42055879e-02
 1.42055879e-02 1.42645594e-02 1.42645594e-02 1.42776642e-02
 1.42776642e-02 1.44349216e-02 1.44349216e-02 1.46445982e-02
 1.46445982e-02 1.46773602e-02 1.46773602e-02 1.47953032e-02
 1.47953032e-02 1.48149604e-02 1.48149604e-02 1.48870367e-02
 1.48870367e-02 1.49984274e-02 1.49984274e-02 1.50311894e-02
 1.50311894e-02 1.50377418e-02 1.50377418e-02 1.50770561e-02
 1.50770561e-02 1.50901609e-02 1.50901609e-02 1.51098181e-02
 1.51098181e-02 1.51622372e-02 1.51753420e-02 1.52146564e-02
 1.52146564e-02 1.52343136e-02 1.52474184e-02 1.53522566e-02
 1.53522566e-02 1.54439901e-02 1.54439901e-02 1.55095141e-02
 1.55095141e-02 1.55881428e-02 1.55881428e-02 1.56012476e-02
 1.56143524e-02 1.58174765e-02 1.58305813e-02 1.58305813e-02
 1.58764481e-02 1.58764481e-02 1.60402579e-02 1.60533627e-02
 1.60926770e-02 1.60926770e-02 1.61450962e-02 1.61450962e-02
 1.63416680e-02 1.63416680e-02 1.64071919e-02 1.64071919e-02
 1.65120302e-02 1.65382398e-02 1.66103161e-02 1.66103161e-02
 1.66299733e-02 1.66299733e-02 1.66889448e-02 1.67020496e-02
 1.67675735e-02 1.67806783e-02 1.68330974e-02 1.68330974e-02
 1.68527546e-02 1.68527546e-02 1.69182786e-02 1.69182786e-02
 1.70296692e-02 1.70296692e-02 1.72262410e-02 1.72262410e-02
 1.72590030e-02 1.72721078e-02 1.72917650e-02 1.73048697e-02
 1.73507365e-02 1.73638413e-02 1.73638413e-02 1.74293652e-02
 1.74293652e-02 1.74555748e-02 1.74555748e-02 1.74621272e-02
 1.74621272e-02 1.74686796e-02 1.74686796e-02 1.75342035e-02
 1.75342035e-02 1.75735178e-02 1.75866226e-02 1.76062798e-02
 1.76062798e-02 1.76259370e-02 1.76259370e-02 1.76718037e-02
 1.76849085e-02 1.78421660e-02 1.78421660e-02 1.78552707e-02
 1.81239189e-02 1.81239189e-02 1.81763380e-02 1.81763380e-02
 1.82484143e-02 1.82484143e-02 1.84122241e-02 1.84122241e-02
 1.84580909e-02 1.84580909e-02 1.86087959e-02 1.86087959e-02
 1.87070818e-02 1.87070818e-02 1.87726058e-02 1.87726058e-02
 1.88184725e-02 1.88315773e-02 1.88577869e-02 1.88577869e-02
 1.89364156e-02 1.89364156e-02 1.90347015e-02 1.90347015e-02
 1.92640352e-02 1.92771400e-02 1.93754259e-02 1.93950831e-02
 1.94606070e-02 1.94606070e-02 1.94671594e-02 1.94671594e-02
 1.95457881e-02 1.95588929e-02 1.97358075e-02 1.97358075e-02
 1.98734078e-02 1.98865126e-02 1.99061697e-02 1.99192745e-02
 2.00830843e-02 2.00830843e-02 2.02272370e-02 2.02272370e-02
 2.02403418e-02 2.02403418e-02 2.03320753e-02 2.03320753e-02
 2.03451801e-02 2.05876186e-02 2.05876186e-02 2.06072758e-02
 2.06072758e-02 2.06400377e-02 2.06531425e-02 2.08169524e-02
 2.08300571e-02 2.11249148e-02 2.11249148e-02 2.11969911e-02
 2.11969911e-02 2.13542486e-02 2.13673534e-02 2.14525345e-02
 2.14525345e-02 2.14918488e-02 2.14918488e-02 2.15377156e-02
 2.15508204e-02 2.18194685e-02 2.18194685e-02 2.18456780e-02
 2.18456780e-02 2.19439639e-02 2.19701735e-02 2.21208785e-02
 2.21208785e-02 2.21536405e-02 2.21667453e-02 2.22060597e-02
 2.22060597e-02 2.22322692e-02 2.22453740e-02 2.22519264e-02
 2.22519264e-02 2.23960790e-02 2.23960790e-02 2.24616030e-02
 2.24616030e-02 2.24747078e-02 2.24878125e-02 2.25009173e-02
 2.25992032e-02 2.25992032e-02 2.29202705e-02 2.29202705e-02
 2.29464801e-02 2.29595848e-02 2.30644231e-02 2.30644231e-02
 2.32478901e-02 2.32478901e-02 2.34837763e-02 2.34837763e-02
 2.35820622e-02 2.35820622e-02 2.36344813e-02 2.36475861e-02
 2.36869005e-02 2.37000052e-02 2.38113959e-02 2.38245007e-02
 2.38965770e-02 2.38965770e-02 2.39489962e-02 2.39621010e-02
 2.39883105e-02 2.39883105e-02 2.41062536e-02 2.41062536e-02
 2.42307491e-02 2.42438539e-02 2.45256068e-02 2.45387115e-02
 2.46304450e-02 2.46304450e-02 2.47680453e-02 2.47680453e-02
 2.48270168e-02 2.48401216e-02 2.49253027e-02 2.49384075e-02
 2.50760078e-02 2.50891125e-02 2.53184463e-02 2.53184463e-02
 2.54298370e-02 2.54298370e-02 2.54560465e-02 2.54560465e-02
 2.57115899e-02 2.57115899e-02 2.61112858e-02 2.61112858e-02
 2.61833622e-02 2.61964669e-02 2.62554385e-02 2.62685433e-02
 2.64258007e-02 2.64258007e-02 2.64716675e-02 2.64716675e-02
 2.65306390e-02 2.65437438e-02 2.65896105e-02 2.66027153e-02
 2.66813440e-02 2.66813440e-02 2.66944488e-02 2.67075536e-02
 2.67403156e-02 2.67534203e-02 2.68779158e-02 2.68910206e-02
 2.68910206e-02 2.71727735e-02 2.71727735e-02 2.72186402e-02
 2.72186402e-02 2.73496881e-02 2.73496881e-02 2.73758977e-02
 2.73890025e-02 2.76052314e-02 2.76183362e-02 2.79721654e-02
 2.79721654e-02 2.80114798e-02 2.80245846e-02 2.80901085e-02
 2.81032133e-02 2.82277088e-02 2.82408135e-02 2.82670231e-02
 2.82670231e-02 2.85618808e-02 2.85618808e-02 2.85815380e-02
 2.85815380e-02 2.86667191e-02 2.86667191e-02 2.88567385e-02
 2.88567385e-02 2.89288148e-02 2.89419196e-02 2.90074435e-02
 2.90205483e-02 2.91974629e-02 2.91974629e-02 2.94464538e-02
 2.94464538e-02 2.94988730e-02 2.95119778e-02 2.95840541e-02
 2.95971589e-02 2.96102637e-02 2.96233685e-02 2.96299208e-02
 2.96299208e-02 2.96823400e-02 2.96823400e-02 2.97806259e-02
 2.97937307e-02 3.00492740e-02 3.00623788e-02 3.02130838e-02
 3.02261886e-02 3.03310269e-02 3.03441317e-02 3.04620747e-02
 3.04620747e-02 3.10648949e-02 3.10648949e-02 3.11107617e-02
 3.11107617e-02 3.16021911e-02 3.16021911e-02 3.16415055e-02
 3.16415055e-02 3.18577344e-02 3.18577344e-02 3.20870682e-02
 3.20870682e-02 3.21067254e-02 3.21198302e-02 3.21656969e-02
 3.21656969e-02 3.25064213e-02 3.25195261e-02 3.26243644e-02
 3.26374692e-02 3.26898883e-02 3.27029931e-02 3.28995649e-02
 3.28995649e-02 3.32402894e-02 3.32533941e-02 3.33516800e-02
 3.33647848e-02 3.35089375e-02 3.35220422e-02 3.36203281e-02
 3.36334329e-02 3.36596425e-02 3.36727473e-02 3.36858521e-02
 3.36989569e-02 3.42755674e-02 3.42886722e-02 3.43214342e-02
 3.43345390e-02 3.46490538e-02 3.46490538e-02 3.49504639e-02
 3.49635687e-02 3.51011689e-02 3.51011689e-02 3.51732453e-02
 3.51863501e-02 3.53239503e-02 3.53239503e-02 3.59398752e-02
 3.59660848e-02 3.62937045e-02 3.63068092e-02 3.63068092e-02
 3.64050951e-02 3.64181999e-02 3.65099334e-02 3.65099334e-02
 3.66999528e-02 3.66999528e-02 3.69030770e-02 3.69161818e-02
 3.70930964e-02 3.70930964e-02 3.72438014e-02 3.72569062e-02
 3.72962206e-02 3.73093254e-02 3.73682969e-02 3.73682969e-02
 3.73814017e-02 3.74076113e-02 3.75452115e-02 3.75583163e-02
 3.76238402e-02 3.76369450e-02 3.77286785e-02 3.77417833e-02
 3.78531740e-02 3.78531740e-02 3.79055931e-02 3.79055931e-02
 3.79973266e-02 3.80104314e-02 3.82790795e-02 3.82921843e-02
 3.85608324e-02 3.85608324e-02 3.86853279e-02 3.86984327e-02
 3.87508518e-02 3.87639566e-02 3.87836138e-02 3.87836138e-02
 3.89081092e-02 3.89212140e-02 3.89605284e-02 3.89605284e-02
 3.90391571e-02 3.90522619e-02 3.91243382e-02 3.91374430e-02
 3.92029669e-02 3.92160717e-02 3.93798815e-02 3.93929863e-02
 3.96550820e-02 3.96681868e-02 3.96747392e-02 3.96747392e-02
 3.97468155e-02 3.97599203e-02 3.99433873e-02 3.99433873e-02
 4.00940924e-02 4.01071971e-02 4.01596163e-02 4.01727211e-02
 4.03365309e-02 4.03496357e-02 4.06051790e-02 4.06182838e-02
 4.08541699e-02 4.08672747e-02 4.10310846e-02 4.10441893e-02
 4.11293704e-02 4.11424752e-02 4.12866279e-02 4.12997327e-02
 4.14242281e-02 4.14242281e-02 4.15487236e-02 4.15618284e-02
 4.16011427e-02 4.16142475e-02 4.16666667e-02 4.16797715e-02
 4.19025528e-02 4.19156576e-02 4.19418672e-02 4.19549720e-02
 4.19877339e-02 4.20008387e-02 4.24464014e-02 4.24464014e-02
 4.24857158e-02 4.24988206e-02 4.25184777e-02 4.25381349e-02
 4.26233160e-02 4.26233160e-02 4.26888400e-02 4.27019448e-02
 4.28788594e-02 4.28919641e-02 4.30885359e-02 4.31016407e-02
 4.31606123e-02 4.31606123e-02 4.31999266e-02 4.32130314e-02
 4.32261362e-02 4.32392410e-02 4.33506317e-02 4.33637364e-02
 4.34358128e-02 4.34489175e-02 4.35144415e-02 4.35209939e-02
 4.35275463e-02 4.35406510e-02 4.36913561e-02 4.37044609e-02
 4.39010327e-02 4.39010327e-02 4.39206898e-02 4.39337946e-02
 4.39403470e-02 4.39600042e-02 4.42352047e-02 4.42483095e-02
 4.43138334e-02 4.43400430e-02 4.44121193e-02 4.44252241e-02
 4.45955863e-02 4.46086911e-02 4.49821775e-02 4.49952823e-02
 4.50280442e-02 4.50411490e-02 4.54015306e-02 4.54146354e-02
 4.54736070e-02 4.54736070e-02 4.55063689e-02 4.55194737e-02
 4.55260261e-02 4.55391309e-02 4.55915500e-02 4.55915500e-02
 4.57291503e-02 4.57291503e-02 4.57422551e-02 4.61222939e-02
 4.61353986e-02 4.67906379e-02 4.68168475e-02 4.68430571e-02
 4.68561619e-02 4.70199717e-02 4.70330765e-02 4.71641243e-02
 4.71772291e-02 4.72755150e-02 4.72755150e-02 4.74131153e-02
 4.74131153e-02 4.74589820e-02 4.74720868e-02 4.75310583e-02
 4.75310583e-02 4.75769251e-02 4.75900299e-02 4.77341825e-02
 4.77472873e-02 4.78193636e-02 4.78324684e-02 4.78717828e-02
 4.78848876e-02 4.78914400e-02 4.79045447e-02 4.79176495e-02
 4.79307543e-02 4.79700687e-02 4.79831735e-02 4.79962782e-02
 4.80093830e-02 4.80159354e-02 4.80290402e-02 4.80355926e-02
 4.80355926e-02 4.80683546e-02 4.80814593e-02 4.84156314e-02
 4.84287362e-02 4.85990984e-02 4.86122032e-02 4.86777271e-02
 4.86908319e-02 4.87235939e-02 4.87366986e-02 4.88611941e-02
 4.88742989e-02 4.90381087e-02 4.90512135e-02 4.92084709e-02
 4.92215757e-02 4.92477853e-02 4.92608901e-02 4.93919379e-02
 4.94050427e-02 4.94378047e-02 4.94509095e-02 4.96671384e-02
 4.96802432e-02 4.97981863e-02 4.98112911e-02 5.00733868e-02
 5.00864916e-02 5.01192536e-02 5.01323583e-02 5.02109871e-02
 5.02240918e-02 5.04599780e-02 5.04796352e-02 5.05713687e-02
 5.05844734e-02 5.06368926e-02 5.06499974e-02 5.07286261e-02
 5.07417309e-02 5.07744928e-02 5.07875976e-02 5.07941500e-02
 5.08072548e-02 5.08531216e-02 5.08662263e-02 5.08793311e-02
 5.08924359e-02 5.08989883e-02 5.09120931e-02 5.09514075e-02
 5.09514075e-02 5.09579598e-02 5.09710646e-02 5.11283221e-02
 5.11414268e-02 5.12135032e-02 5.12266080e-02 5.12855795e-02
 5.12986843e-02 5.13379986e-02 5.13511034e-02 5.15083609e-02
 5.15214656e-02 5.16197515e-02 5.20259999e-02 5.21046286e-02
 5.21177334e-02 5.22029145e-02 5.22160193e-02 5.22356765e-02
 5.22487813e-02 5.22553336e-02 5.22684384e-02 5.23143052e-02
 5.23274100e-02 5.23405148e-02 5.23536195e-02 5.24584578e-02
 5.24715626e-02 5.25698485e-02 5.25829533e-02 5.26091629e-02
 5.26222677e-02 5.27074488e-02 5.27205535e-02 5.27467631e-02
 5.27598679e-02 5.29564397e-02 5.29695445e-02 5.29892017e-02
 5.30023064e-02 5.32054306e-02 5.32185354e-02 5.32381926e-02
 5.32512974e-02 5.34282120e-02 5.34413168e-02 5.34478692e-02
 5.34675263e-02 5.34740787e-02 5.34871835e-02 5.35920218e-02
 5.36051266e-02 5.37951460e-02 5.38082508e-02 5.39524034e-02
 5.39655082e-02 5.40113750e-02 5.40244797e-02 5.40768989e-02
 5.40900037e-02 5.41751848e-02 5.41882896e-02 5.42013943e-02
 5.42144991e-02 5.42538135e-02 5.42734707e-02 5.43062326e-02
 5.43193374e-02 5.43389946e-02 5.43520994e-02 5.44438329e-02
 5.44569377e-02 5.44569377e-02 5.45421188e-02 5.45552236e-02
 5.45945379e-02 5.46076427e-02 5.47517954e-02 5.47649001e-02
 5.48107669e-02 5.48238717e-02 5.49352624e-02 5.49483671e-02
 5.49942339e-02 5.50204435e-02 5.51056246e-02 5.51187294e-02
 5.51252818e-02 5.51514913e-02 5.52039105e-02 5.52235676e-02
 5.52366724e-02 5.52563296e-02 5.52825392e-02 5.52956440e-02
 5.53021964e-02 5.53218535e-02 5.53480631e-02 5.53480631e-02
 5.56036064e-02 5.56167112e-02 5.56429208e-02 5.56560256e-02
 5.56953399e-02 5.57084447e-02 5.57149971e-02 5.57149971e-02
 5.57674163e-02 5.57936258e-02 5.59443309e-02 5.59443309e-02
 5.61212455e-02 5.61343503e-02 5.61409027e-02 5.61540074e-02
 5.65274938e-02 5.65405986e-02 5.65995702e-02 5.65995702e-02
 5.67109608e-02 5.67109608e-02 5.67961420e-02 5.68092467e-02
 5.68485611e-02 5.68682183e-02 5.69009802e-02 5.69009802e-02
 5.69206374e-02 5.69402946e-02 5.69402946e-02 5.69730566e-02
 5.69861613e-02 5.69992661e-02 5.70123709e-02 5.70189233e-02
 5.70320281e-02 5.70713425e-02 5.70844472e-02 5.71237616e-02
 5.71368664e-02 5.71892855e-02 5.72023903e-02 5.72089427e-02
 5.72220475e-02 5.73662001e-02 5.73793049e-02 5.74382765e-02
 5.74513812e-02 5.75169052e-02 5.75300100e-02 5.75496671e-02
 5.75627719e-02 5.76938198e-02 5.77069246e-02 5.78772868e-02
 5.78903916e-02 5.81983540e-02 5.81983540e-02 5.82704304e-02
 5.82835351e-02 5.83097447e-02 5.83228495e-02 5.83294019e-02
 5.83425067e-02 5.85063165e-02 5.85194213e-02 5.85718404e-02
 5.85849452e-02 5.86963359e-02 5.87094407e-02 5.88339362e-02
 5.88470409e-02 5.89387744e-02 5.89518792e-02 5.90567175e-02
 5.90698223e-02 5.91681082e-02 5.91812130e-02 5.92598417e-02
 5.92729465e-02 5.92991561e-02 5.93122608e-02 5.93450228e-02
 5.93581276e-02 5.94236515e-02 5.94367563e-02 5.95022802e-02
 5.95153850e-02 5.95612518e-02 5.95612518e-02 5.95678042e-02
 5.95809089e-02 5.96922996e-02 5.97119568e-02 5.99543953e-02
 5.99675001e-02 6.00330241e-02 6.00330241e-02 6.03213293e-02
 6.03344341e-02 6.04654820e-02 6.04785868e-02 6.06161870e-02
 6.06292918e-02 6.06423966e-02 6.06555014e-02 6.06817110e-02
 6.07013681e-02 6.07079205e-02 6.07210253e-02 6.07734445e-02
 6.07865492e-02 6.08127588e-02 6.08258636e-02 6.08389684e-02
 6.08520732e-02 6.08651780e-02 6.08782827e-02 6.09241495e-02
 6.09372543e-02 6.09438067e-02 6.09569115e-02 6.09765686e-02
 6.09896734e-02 6.10748545e-02 6.10748545e-02 6.10879593e-02
 6.11469309e-02 6.11469309e-02 6.11731404e-02 6.11731404e-02
 6.11927976e-02 6.11927976e-02 6.13041883e-02 6.13172931e-02
 6.13435026e-02 6.13566074e-02 6.14614457e-02 6.14876553e-02
 6.16252555e-02 6.16383603e-02 6.16907795e-02 6.17169890e-02
 6.18021702e-02 6.18152749e-02 6.18873513e-02 6.19004560e-02
 6.19070084e-02 6.19201132e-02 6.19856372e-02 6.19987419e-02
 6.21166850e-02 6.21297898e-02 6.22149709e-02 6.22280757e-02
 6.22477329e-02 6.22608377e-02 6.23918855e-02 6.24049903e-02
 6.24639618e-02 6.24770666e-02 6.25360382e-02 6.25491429e-02
 6.25556953e-02 6.25819049e-02 6.25884573e-02 6.26015621e-02
 6.27064004e-02 6.27195052e-02 6.28702102e-02 6.28702102e-02
 6.28767626e-02 6.28833150e-02 6.28964198e-02 6.29095246e-02
 6.29684961e-02 6.29816009e-02 6.30340200e-02 6.30471248e-02
 6.31388583e-02 6.31519631e-02 6.32764586e-02 6.32895633e-02
 6.33354301e-02 6.33485349e-02 6.33878492e-02 6.34009540e-02
 6.34730304e-02 6.34861351e-02 6.35057923e-02 6.35188971e-02
 6.35975258e-02 6.36106306e-02 6.37744404e-02 6.37875452e-02
 6.38072024e-02 6.38203072e-02 6.38792787e-02 6.38923835e-02
 6.39448026e-02 6.39579074e-02 6.39841170e-02 6.40103266e-02
 6.40234314e-02 6.40365361e-02 6.40561933e-02 6.40692981e-02
 6.41806888e-02 6.41937936e-02 6.42855271e-02 6.42986319e-02
 6.43248414e-02 6.43379462e-02 6.43444986e-02 6.43576034e-02
 6.43838130e-02 6.44034701e-02 6.44165749e-02 6.44755465e-02
 6.45148608e-02 6.47179850e-02 6.47310898e-02 6.47704042e-02
 6.47835089e-02 6.48424805e-02 6.48555853e-02 6.49145568e-02
 6.49276616e-02 6.49538712e-02 6.49669759e-02 6.50128427e-02
 6.50259475e-02 6.51504429e-02 6.51635477e-02 6.52225193e-02
 6.52356240e-02 6.53928815e-02 6.54059863e-02 6.54125387e-02
 6.54256434e-02 6.56549772e-02 6.56680820e-02 6.56746344e-02
 6.56877392e-02 6.56942916e-02 6.57073963e-02 6.58777586e-02
 6.58908633e-02 6.60743303e-02 6.60874351e-02 6.61267495e-02
 6.61398543e-02 6.63364261e-02 6.63495308e-02 6.63757404e-02
 6.63888452e-02 6.64674739e-02 6.64936835e-02 6.65657598e-02
 6.65788646e-02 6.65854170e-02 6.65985218e-02 6.66247314e-02
 6.66378361e-02 6.66574933e-02 6.66705981e-02 6.66902553e-02
 6.67099125e-02 6.68147507e-02 6.68278555e-02 6.68409603e-02
 6.68540651e-02 6.69457986e-02 6.69589034e-02 6.69851130e-02
 6.69982177e-02 6.70375321e-02 6.70506369e-02 6.71423704e-02
 6.71554752e-02 6.71816848e-02 6.71947895e-02 6.72668659e-02
 6.72799706e-02 6.73192850e-02 6.73323898e-02 6.73520470e-02
 6.73651518e-02 6.73717041e-02 6.73848089e-02 6.74044661e-02
 6.74437805e-02 6.74568853e-02 6.75617235e-02 6.75748283e-02
 6.76534570e-02 6.76731142e-02 6.77517429e-02 6.77648477e-02
 6.78303717e-02 6.78434764e-02 6.78762384e-02 6.78893432e-02
 6.79221052e-02 6.79221052e-02 6.79614195e-02 6.79810767e-02
 6.80007339e-02 6.80138387e-02 6.80466006e-02 6.80531530e-02
 6.80662578e-02 6.80859150e-02 6.81317817e-02 6.81448865e-02
 6.81842009e-02 6.81973057e-02 6.82104104e-02 6.82104104e-02
 6.83480107e-02 6.83611155e-02 6.83873251e-02 6.84004298e-02
 6.85838968e-02 6.85838968e-02 6.86952875e-02 6.87083923e-02
 6.87214971e-02 6.87346019e-02 6.88590973e-02 6.88722021e-02
 6.89049641e-02 6.89049641e-02 6.89180689e-02 6.89311737e-02
 6.89442785e-02 6.90229072e-02 6.90360120e-02 6.90753263e-02
 6.90949835e-02 6.91867170e-02 6.91998218e-02 6.92391361e-02
 6.92522409e-02 6.93046601e-02 6.93177648e-02 6.93308696e-02
 6.93374220e-02 6.94291555e-02 6.94422603e-02 6.95208890e-02
 6.95470986e-02 6.95995177e-02 6.96126225e-02 6.97764324e-02
 6.97895371e-02 6.98485087e-02 6.98616135e-02 6.98812706e-02
 6.98943754e-02 6.99140326e-02 6.99140326e-02 7.00254233e-02
 7.00385281e-02 7.01106044e-02 7.01499188e-02 7.02482046e-02
 7.02613094e-02 7.02809666e-02 7.02940714e-02 7.03006238e-02
 7.03268334e-02 7.03399381e-02 7.03530429e-02 7.04054621e-02
 7.04185669e-02 7.04251193e-02 7.04382240e-02 7.05692719e-02
 7.05823767e-02 7.05954815e-02 7.06085863e-02 7.06151386e-02
 7.06347958e-02 7.07134245e-02 7.07265293e-02 7.07658437e-02
 7.07789485e-02 7.07986057e-02 7.08117104e-02 7.08182628e-02
 7.08313676e-02 7.09034439e-02 7.09165487e-02 7.09362059e-02
 7.09493107e-02 7.10017298e-02 7.10279394e-02 7.10869109e-02
 7.11000157e-02 7.11720920e-02 7.11851968e-02 7.12507208e-02
 7.12703779e-02 7.14407402e-02 7.14538449e-02 7.15521308e-02
 7.15717880e-02 7.16635215e-02 7.16766263e-02 7.17487026e-02
 7.17618074e-02 7.18076742e-02 7.18338837e-02 7.18535409e-02
 7.18797505e-02 7.18994077e-02 7.19059601e-02 7.19190648e-02
 7.19256172e-02 7.19387220e-02 7.19649316e-02 7.19780364e-02
 7.20042460e-02 7.20173507e-02 7.20828747e-02 7.20959795e-02
 7.23122084e-02 7.23253132e-02 7.23711800e-02 7.23842847e-02
 7.23908371e-02 7.24170467e-02 7.24235991e-02 7.24367039e-02
 7.24432563e-02 7.24563611e-02 7.24760182e-02 7.24956754e-02
 7.25153326e-02 7.25284374e-02 7.26398281e-02 7.26660376e-02
 7.27446664e-02 7.27577711e-02 7.27643235e-02 7.27774283e-02
 7.27839807e-02 7.27970855e-02 7.28036379e-02 7.28232951e-02
 7.28363999e-02 7.28495046e-02 7.28560570e-02 7.28691618e-02
 7.28822666e-02 7.29084762e-02 7.29150286e-02 7.29281334e-02
 7.31378099e-02 7.31509147e-02 7.31705719e-02 7.31836767e-02
 7.32360958e-02 7.32492006e-02 7.32754102e-02 7.32885150e-02
